is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,booking_changes,days_in_waiting_list,adr,required_car_parking_spaces,total_of_special_requests
0,213,2016,5,21,16,1,1,2,0,0,0,0,0,0,0,85,0,0
0,213,2016,5,21,16,1,1,1,0,0,0,0,0,1,0,54.5,0,0
1,213,2016,5,21,16,1,1,1,0,0,0,0,0,1,0,54.5,0,0
0,213,2016,5,21,16,1,1,2,0,0,0,0,0,0,0,87,0,0
0,213,2016,5,21,16,1,1,2,0,0,0,0,0,0,0,85,0,0
0,213,2016,5,21,16,1,1,2,0,0,0,0,0,0,0,85,0,0
1,213,2016,5,21,16,1,1,2,0,0,0,0,0,0,0,85,0,0
1,213,2016,5,21,16,1,1,2,0,0,0,0,0,0,0,85,0,0
1,213,2016,5,21,16,1,1,2,0,0,0,0,0,0,0,85,0,0
0,213,2016,5,21,16,1,1,2,0,0,0,0,0,0,0,0,0,0
0,213,2016,5,21,16,1,1,2,0,0,0,0,0,0,0,87,0,0
0,213,2016,5,21,16,1,1,2,0,0,0,0,0,0,0,85,0,0
1,213,2016,5,21,16,1,1,2,0,0,0,0,0,0,0,85,0,0
1,213,2016,5,21,16,1,1,2,0,0,0,0,0,0,0,85,0,0
0,213,2016,5,21,16,1,1,2,0,0,0,0,0,0,0,85,0,0
0,213,2016,5,21,16,1,1,2,0,0,0,0,0,0,0,85,0,0
0,213,2016,5,21,16,1,1,2,0,0,0,0,0,0,0,85,0,0
0,213,2016,5,21,16,1,1,1,0,0,0,0,0,1,0,56.5,0,0
1,213,2016,5,21,16,1,1,2,0,0,0,0,0,0,0,85,0,0
1,213,2016,5,21,16,1,1,2,0,0,0,0,0,0,0,85,0,0
0,213,2016,5,21,16,1,1,2,0,0,0,0,0,0,0,85,0,0
0,213,2016,5,21,16,1,1,2,0,0,0,0,0,0,0,85,0,0
0,213,2016,5,21,16,1,1,1,0,0,0,0,0,1,0,54.5,0,0
0,213,2016,5,21,16,1,1,1,0,0,0,0,0,1,0,54.5,0,0
0,213,2016,5,21,16,1,1,1,0,0,0,0,0,1,0,54.5,0,0
0,213,2016,5,21,16,1,1,2,0,0,0,0,0,0,0,85,0,0
0,213,2016,5,21,16,1,1,2,0,0,0,0,0,0,0,85,0,0
0,213,2016,5,21,16,1,1,2,0,0,0,0,0,0,0,85,0,0
0,213,2016,5,21,16,1,1,1,0,0,0,0,0,1,0,54.5,0,0
1,213,2016,5,21,16,1,1,2,0,0,0,0,0,0,0,85,0,0
1,213,2016,5,21,16,1,1,2,0,0,0,0,0,0,0,85,0,0
0,213,2016,5,21,16,1,1,2,0,0,0,0,0,0,0,85,0,0
0,213,2016,5,21,16,1,1,2,0,0,0,0,0,0,0,85,0,0
0,213,2016,5,21,16,1,1,2,0,0,0,0,0,0,0,85,0,0
1,213,2016,5,21,16,1,1,2,0,0,0,0,0,0,0,85,0,0
1,213,2016,5,21,16,1,1,2,0,0,0,0,0,0,0,85,0,0
0,201,2016,5,21,16,1,5,2,0,0,0,0,0,0,0,52.2,0,2
1,95,2016,5,21,16,1,5,2,0,0,0,0,0,0,0,73,0,1
1,39,2016,5,21,16,1,5,2,0,0,0,0,0,0,0,75,0,0
1,95,2016,5,21,16,1,5,2,0,0,0,0,0,0,0,79,0,0
0,201,2016,5,21,16,1,5,2,0,0,0,0,0,0,0,52.2,0,2
1,263,2016,5,21,16,2,5,2,0,0,0,0,0,0,0,46.98,0,0
0,189,2016,5,21,16,2,5,1,0,0,0,0,0,1,0,44.45,0,0
1,28,2016,5,21,16,3,6,3,1,0,0,0,0,0,0,140,0,0
0,265,2016,5,21,16,3,7,2,0,0,0,0,0,0,0,46.75,0,1
1,250,2016,5,21,16,3,7,2,0,0,0,0,0,0,0,79.2,0,2
1,215,2016,5,21,16,3,7,2,0,0,0,0,0,0,0,101.7,0,2
0,215,2016,5,21,16,3,7,2,0,0,0,0,0,0,0,74.76,0,0
0,265,2016,5,21,16,3,7,2,0,0,0,0,0,0,0,46.75,0,1
1,5,2016,5,21,16,3,7,2,0,0,0,0,0,0,0,85,0,0
0,201,2016,5,21,16,3,8,2,0,0,0,0,0,0,0,46.98,0,2
0,189,2016,5,21,16,3,8,2,0,0,0,0,0,0,0,48.08,0,1
0,201,2016,5,21,16,3,8,2,0,0,0,0,0,0,0,46.98,0,2
0,201,2016,5,21,16,3,8,2,0,0,0,0,0,0,0,46.98,0,2
0,201,2016,5,21,16,3,8,2,0,0,0,0,0,0,0,46.98,0,2
0,196,2016,5,21,16,2,5,2,0,0,0,0,0,0,0,41.75,0,0
1,151,2016,5,21,17,0,4,2,0,0,0,0,0,0,0,46,0,0
1,151,2016,5,21,17,0,4,2,0,0,0,0,0,0,0,46,0,0
1,151,2016,5,21,17,0,4,2,0,0,0,0,0,0,0,46,0,0
1,151,2016,5,21,17,0,4,2,0,0,0,0,0,0,0,46,0,0
1,151,2016,5,21,17,0,4,2,0,0,0,0,0,0,0,46,0,0
1,151,2016,5,21,17,0,4,2,0,0,0,0,0,0,0,46,0,0
1,151,2016,5,21,17,0,4,2,0,0,0,0,0,0,0,46,0,0
1,151,2016,5,21,17,0,4,2,0,0,0,0,0,0,0,46,0,0
1,151,2016,5,21,17,0,4,2,0,0,0,0,0,0,0,46,0,0
1,151,2016,5,21,17,0,4,2,0,0,0,0,0,0,0,46,0,0
1,40,2016,5,21,17,0,5,2,0,0,0,0,0,0,0,75,0,0
0,253,2016,5,21,17,2,5,2,0,0,0,0,0,0,0,46.4,0,1
0,224,2016,5,21,17,2,5,2,0,0,0,0,0,0,0,37.4,0,2
0,224,2016,5,21,17,2,5,2,0,0,0,0,0,0,0,37.4,0,2
1,132,2016,5,21,17,2,5,2,0,0,0,0,0,0,0,79.2,0,1
1,143,2016,5,21,17,2,5,2,0,0,0,0,0,1,0,52.2,0,2
1,199,2016,5,21,17,2,5,2,0,0,0,0,0,0,0,118,0,1
1,132,2016,5,21,17,2,5,2,0,0,0,0,0,0,0,79.2,0,1
0,139,2016,5,21,17,2,6,2,0,0,0,0,0,0,0,5.25,0,0
0,239,2016,5,21,17,2,8,2,0,0,0,0,0,0,0,63.36,0,0
1,0,2016,5,21,18,0,1,1,0,0,0,0,0,0,0,72,0,0
1,40,2016,5,21,18,0,2,1,0,0,0,0,0,0,0,55,0,0
1,40,2016,5,21,18,0,2,1,0,0,0,0,0,0,0,55,0,0
1,37,2016,5,21,18,2,4,2,0,0,0,0,0,0,0,96,0,0
0,191,2016,5,21,18,2,5,2,0,0,0,0,0,0,0,46.98,0,1
1,76,2016,5,21,18,2,5,2,0,0,0,0,0,1,0,65,0,1
1,124,2016,5,21,18,2,5,2,0,0,0,0,0,0,0,58,0,1
1,124,2016,5,21,18,2,5,2,0,0,0,0,0,0,0,58,0,1
1,40,2016,5,21,18,0,2,1,0,0,0,0,0,0,0,55,0,0
1,40,2016,5,21,18,0,2,1,0,0,0,0,0,0,0,55,0,0
1,40,2016,5,21,18,0,2,1,0,0,0,0,0,0,0,55,0,0
1,40,2016,5,21,18,0,2,1,0,0,0,0,0,0,0,55,0,0
1,40,2016,5,21,18,0,2,1,0,0,0,0,0,0,0,55,0,0
1,40,2016,5,21,18,0,2,1,0,0,0,0,0,0,0,55,0,0
1,40,2016,5,21,18,0,2,1,0,0,0,0,0,0,0,55,0,0
1,40,2016,5,21,18,0,2,1,0,0,0,0,0,0,0,55,0,0
1,40,2016,5,21,18,0,2,1,0,0,0,0,0,0,0,55,0,0
1,40,2016,5,21,18,0,2,1,0,0,0,0,0,0,0,55,0,0
1,40,2016,5,21,18,0,2,1,0,0,0,0,0,0,0,55,0,0
1,40,2016,5,21,18,0,2,1,0,0,0,0,0,0,0,55,0,0
1,40,2016,5,21,18,0,2,1,0,0,0,0,0,0,0,55,0,0
1,40,2016,5,21,18,0,2,1,0,0,0,0,0,0,0,0,0,0
1,92,2016,5,21,18,0,2,2,0,0,0,0,0,0,0,67.2,0,0
1,40,2016,5,21,18,0,2,1,0,0,0,0,0,0,0,55,0,0
1,40,2016,5,21,18,0,2,1,0,0,0,0,0,0,0,55,0,0
1,40,2016,5,21,18,0,2,1,0,0,0,0,0,0,0,55,0,0
1,8,2016,5,21,18,0,2,2,0,0,0,0,0,0,0,72,0,0
1,40,2016,5,21,18,0,2,1,0,0,0,0,0,0,0,55,0,0
1,40,2016,5,21,18,0,2,1,0,0,0,0,0,0,0,55,0,0
1,144,2016,5,21,18,4,9,2,0,0,0,0,0,0,0,79.2,0,0
1,41,2016,5,21,19,0,1,2,0,0,0,0,0,0,0,105,0,0
1,0,2016,5,21,19,0,1,2,0,0,0,0,0,0,0,82,0,0
0,3,2016,5,21,19,0,2,2,0,0,0,0,0,0,0,0,0,2
1,80,2016,5,21,19,1,3,2,0,0,0,0,0,0,0,110.25,0,1
1,124,2016,5,21,19,2,3,2,0,0,0,0,0,0,0,58,0,1
0,304,2016,5,21,19,2,5,2,0,0,0,0,0,0,0,39.83,0,0
1,87,2016,5,21,19,2,5,1,0,0,0,0,0,0,0,49,0,0
1,258,2016,5,21,19,2,5,2,2,0,0,0,0,0,0,101.7,0,0
0,304,2016,5,21,19,2,5,2,0,0,0,0,0,0,0,39.83,0,0
0,274,2016,5,21,19,2,6,2,0,0,0,0,0,0,0,41.33,0,2
1,155,2016,5,21,19,2,6,2,1,0,0,0,0,1,0,125.5,0,2
1,125,2016,5,21,19,2,7,2,0,0,0,0,0,0,0,88,0,1
0,237,2016,5,21,19,2,8,2,0,0,0,0,0,0,0,58.95,0,0
1,101,2016,5,21,19,3,8,2,0,0,0,0,0,0,0,63,0,0
1,118,2016,5,21,19,3,8,2,0,0,0,0,0,0,0,60.3,0,1
1,118,2016,5,21,19,3,8,2,0,0,0,0,0,0,0,60.3,0,1
1,101,2016,5,21,19,3,8,2,0,0,0,0,0,0,0,63,0,0
1,66,2016,5,21,20,0,1,2,0,0,0,0,0,0,0,86,0,0
1,49,2016,5,21,20,0,2,2,1,0,0,0,0,1,0,17.5,0,0
1,109,2016,5,21,20,0,2,2,0,0,0,0,0,0,0,74.7,0,1
1,32,2016,5,21,20,0,2,2,0,0,0,0,0,0,0,105,0,0
1,2,2016,5,21,20,0,2,2,0,0,0,0,0,0,0,89,0,0
0,193,2016,5,21,20,2,6,2,0,0,0,0,0,1,0,50.02,0,1
0,217,2016,5,21,20,2,6,2,0,0,0,0,0,0,0,84.96,0,0
1,202,2016,5,21,20,3,7,2,0,0,0,0,0,0,0,118,0,1
1,178,2016,5,21,20,4,7,2,0,0,0,0,0,0,0,57.11,0,1
1,171,2016,5,21,20,4,10,2,0,0,0,0,0,0,0,82.03,0,0
1,0,2016,5,21,21,0,1,2,0,0,0,0,0,0,0,89,0,0
1,126,2016,5,21,21,0,1,2,0,0,0,0,0,2,0,0,0,0
1,1,2016,5,21,21,0,1,2,0,0,0,0,0,0,0,89,0,0
1,126,2016,5,21,21,0,1,2,0,0,0,0,0,2,0,0,0,0
1,79,2016,5,21,21,0,1,2,0,0,0,0,0,0,0,80,0,1
1,78,2016,5,21,21,0,1,2,0,0,0,0,0,0,0,80,0,0
0,5,2016,5,21,21,1,1,3,0,0,0,0,0,0,0,135.6,1,0
1,116,2016,5,21,21,1,1,2,0,0,0,0,0,0,0,41.4,0,0
0,210,2016,5,21,21,1,1,2,0,0,0,0,0,0,0,89.3,1,0
1,82,2016,5,21,21,2,1,2,0,0,0,0,0,0,0,75.33,0,1
1,117,2016,5,21,21,2,1,2,0,0,0,0,0,0,0,103,0,1
1,123,2016,5,21,21,2,1,2,0,0,0,0,0,2,0,88,0,2
1,123,2016,5,21,21,2,1,2,0,0,0,0,0,2,0,88,0,2
1,82,2016,5,21,21,2,4,2,0,0,0,0,0,0,0,62.83,0,1
1,25,2016,5,21,21,2,4,2,2,0,0,0,0,0,0,135,0,0
0,192,2016,5,21,21,2,5,2,0,0,0,0,0,0,0,65,0,2
1,256,2016,5,21,21,2,5,2,0,0,0,0,0,0,0,52.2,0,1
1,70,2016,5,21,21,2,5,2,2,0,0,0,0,0,0,129.29,0,0
1,262,2016,5,21,21,2,5,2,0,0,0,0,0,0,0,46.98,0,2
0,220,2016,5,21,21,3,6,2,0,0,0,0,0,1,0,66,0,0
0,248,2016,5,21,21,4,6,2,0,0,0,0,0,1,0,76.76,0,1
0,236,2016,5,21,21,4,6,2,0,0,0,0,0,0,0,113.57,0,2
0,212,2016,5,21,21,2,5,2,0,0,0,0,0,0,0,74.76,0,1
1,46,2016,5,22,22,1,0,2,0,0,0,0,0,0,0,113,0,0
1,0,2016,5,22,22,2,0,1,0,0,0,0,0,0,0,72,0,0
1,241,2016,5,22,22,2,2,2,0,0,0,0,0,0,0,52.2,0,1
1,262,2016,5,22,22,2,3,2,0,0,0,0,0,0,0,52.2,0,1
0,307,2016,5,22,22,4,6,2,0,0,0,0,0,0,0,50.88,0,0
0,221,2016,5,22,22,4,6,2,0,0,0,0,0,2,0,72,1,0
1,46,2016,5,22,22,1,0,1,0,0,0,0,0,0,0,90,0,0
1,34,2016,5,22,23,1,1,2,0,0,0,0,0,0,0,105,0,1
1,73,2016,5,22,23,1,2,2,0,0,0,0,0,0,0,80,0,0
1,98,2016,5,22,23,1,4,2,0,0,0,0,0,0,0,73,0,0
1,101,2016,5,22,23,1,5,2,0,0,0,0,0,0,0,58,0,0
0,233,2016,5,22,23,1,5,2,0,0,0,0,0,0,0,85.2,1,1
1,32,2016,5,22,23,1,3,2,0,0,0,0,0,0,0,90,0,0
0,222,2016,5,22,23,2,5,2,0,0,0,0,0,2,0,66,0,0
1,201,2016,5,22,23,3,7,2,0,1,0,0,0,1,0,63.92,0,1
0,257,2016,5,22,23,3,8,2,0,0,0,0,0,0,0,107,0,0
1,126,2016,5,22,23,4,10,1,0,0,0,0,0,0,0,34.85,0,2
0,206,2016,5,22,23,2,5,2,0,0,0,0,0,0,0,79.3,0,2
1,200,2016,5,22,23,2,5,2,0,0,0,0,0,0,0,63.36,0,0
1,68,2016,5,22,24,0,2,2,0,0,0,0,0,2,0,77,0,0
1,30,2016,5,22,24,0,3,2,0,0,0,0,0,0,0,75,0,0
1,209,2016,5,22,24,0,3,2,0,0,0,0,0,0,0,48.72,0,1
1,197,2016,5,22,24,0,4,2,0,0,0,0,0,0,0,65.7,0,0
1,139,2016,5,22,24,0,4,2,0,0,0,0,0,1,0,118,0,1
0,222,2016,5,22,24,0,4,2,0,0,0,0,0,0,0,52.98,1,1
0,223,2016,5,22,24,0,5,1,0,0,0,0,0,1,0,68,1,0
0,223,2016,5,22,24,0,5,2,0,0,0,0,0,2,0,67.6,0,0
0,223,2016,5,22,24,1,5,2,0,0,0,0,0,2,0,67.67,0,0
0,223,2016,5,22,24,1,5,2,0,1,0,0,0,1,0,67.67,0,1
0,223,2016,5,22,24,1,5,2,0,0,0,0,0,1,0,66,0,0
0,223,2016,5,22,24,1,5,2,0,0,0,0,0,1,0,66,0,0
0,223,2016,5,22,24,1,5,2,0,0,0,0,0,1,0,45,0,0
0,223,2016,5,22,24,1,5,2,0,0,0,0,0,1,0,66,0,1
0,223,2016,5,22,24,1,5,2,0,0,0,0,0,1,0,66,0,0
0,223,2016,5,22,24,1,5,2,0,0,0,0,0,1,0,66,0,0
0,223,2016,5,22,24,1,5,2,0,0,0,0,0,1,0,66,0,0
0,223,2016,5,22,24,1,5,1,0,0,0,0,0,1,0,60,0,0
0,223,2016,5,22,24,1,5,2,0,0,0,0,0,1,0,69,1,0
0,223,2016,5,22,24,1,5,2,0,0,0,0,0,3,0,66,0,0
0,223,2016,5,22,24,1,5,2,0,0,0,0,0,2,0,66,0,0
1,28,2016,5,22,24,0,2,1,0,0,0,0,0,0,0,66,0,0
1,28,2016,5,22,24,0,2,1,0,0,0,0,0,0,0,66,0,0
0,223,2016,5,22,24,2,5,2,0,0,0,0,0,1,0,70.29,1,0
0,223,2016,5,22,24,2,5,2,0,0,0,0,0,2,0,71.14,1,0
0,223,2016,5,22,24,2,6,2,0,0,0,0,0,1,0,66.75,1,0
0,223,2016,5,22,24,2,6,2,0,0,0,0,0,1,0,66,0,0
0,213,2016,5,22,24,2,6,2,0,0,0,0,0,0,0,53.87,0,2
0,223,2016,5,22,24,2,6,2,0,0,0,0,0,0,0,52.2,0,1
0,223,2016,5,22,24,2,6,1,0,0,0,0,0,2,0,60,0,0
1,213,2016,5,22,24,2,7,2,0,0,0,0,0,0,0,55.68,0,1
0,227,2016,5,22,24,2,8,2,0,0,0,0,0,0,0,79.13,0,1
0,227,2016,5,22,24,2,8,2,0,0,0,0,0,0,0,79.13,0,1
1,69,2016,5,22,25,0,1,2,0,0,0,0,0,0,0,80.85,0,0
1,100,2016,5,22,25,0,4,2,0,0,0,0,0,0,0,105,0,3
1,99,2016,5,22,25,0,4,3,0,0,0,0,0,0,0,109.75,0,0
1,100,2016,5,22,25,0,4,2,0,0,0,0,0,0,0,78.56,0,0
1,100,2016,5,22,25,0,4,2,0,0,0,0,0,0,0,105,0,0
1,100,2016,5,22,25,0,4,2,0,0,0,0,0,0,0,105,0,2
0,257,2016,5,22,25,0,2,2,2,0,0,0,0,0,0,101.7,0,0
0,224,2016,5,22,25,0,4,2,0,0,0,0,0,1,0,46,0,0
0,224,2016,5,22,25,0,4,2,0,0,0,0,0,3,0,66,0,0
0,224,2016,5,22,25,0,4,2,0,0,0,0,0,0,0,66,0,0
0,224,2016,5,22,25,1,4,2,0,0,0,0,0,3,0,65,0,0
0,224,2016,5,22,25,1,4,2,0,0,0,0,0,4,0,52,1,1
1,105,2016,5,22,25,1,4,2,0,0,0,0,0,0,0,130.4,0,0
0,224,2016,5,22,25,1,4,2,0,0,0,0,0,1,0,66,0,0
0,224,2016,5,22,25,1,4,2,0,0,0,0,0,2,0,66,0,0
0,224,2016,5,22,25,1,4,2,0,0,0,0,0,4,0,46,0,0
1,100,2016,5,22,25,1,4,2,0,0,0,0,0,0,0,109.4,0,0
1,228,2016,5,22,25,1,4,2,0,0,0,0,0,0,0,52.2,0,1
0,224,2016,5,22,25,1,4,2,0,0,0,0,0,4,0,65,0,0
0,224,2016,5,22,25,1,4,1,0,0,0,0,0,5,0,40,0,0
1,100,2016,5,22,25,0,4,2,0,0,0,0,0,0,0,26,0,0
1,141,2016,5,22,25,2,5,2,0,0,0,0,0,0,0,53.87,0,0
0,197,2016,5,22,25,4,10,2,0,0,0,0,0,0,0,71.96,1,1
1,276,2016,5,22,26,0,1,2,0,0,0,0,0,0,0,46.98,0,1
0,225,2016,5,22,26,0,2,1,0,0,0,0,0,2,0,66,1,0
1,26,2016,5,22,26,0,3,4,0,0,0,0,0,0,0,175,0,0
0,225,2016,5,22,26,0,3,1,0,0,0,0,0,2,0,60,0,0
0,225,2016,5,22,26,0,3,1,0,0,0,0,0,2,0,64,1,0
0,225,2016,5,22,26,0,3,1,0,0,0,0,0,2,0,60,0,0
0,225,2016,5,22,26,0,3,2,0,0,0,0,0,0,0,96,0,0
0,225,2016,5,22,26,0,3,2,0,0,0,0,0,1,0,72,1,0
0,225,2016,5,22,26,0,3,1,0,0,0,0,0,2,0,60,0,0
0,225,2016,5,22,26,0,3,1,0,0,0,0,0,2,0,60,0,0
1,22,2016,5,22,26,0,3,1,0,0,0,0,0,1,0,59,0,1
1,101,2016,5,22,26,0,3,2,0,0,0,0,0,0,0,58,0,1
0,225,2016,5,22,26,0,3,3,0,0,0,0,0,2,0,101,0,0
1,183,2016,5,22,26,0,3,2,0,0,0,0,0,0,0,65.7,0,1
0,225,2016,5,22,26,0,3,1,0,0,0,0,0,2,0,60,0,0
0,225,2016,5,22,26,0,3,1,0,0,0,0,0,2,0,66,1,0
0,225,2016,5,22,26,0,3,1,0,0,0,0,0,2,0,64,0,0
0,225,2016,5,22,26,1,3,1,0,0,0,0,0,2,0,62,0,0
0,225,2016,5,22,26,1,3,2,0,0,0,0,0,2,0,66,0,0
0,225,2016,5,22,26,1,3,2,0,0,0,0,0,2,0,72,1,0
0,225,2016,5,22,26,1,3,2,0,0,0,0,0,2,0,66,0,0
0,225,2016,5,22,26,1,3,2,0,0,0,0,0,2,0,66,0,0
0,225,2016,5,22,26,1,3,1,0,0,0,0,0,2,0,60,0,0
0,225,2016,5,22,26,1,3,2,0,0,0,0,0,2,0,66,0,0
0,225,2016,5,22,26,1,3,2,0,0,0,0,0,2,0,68,0,0
0,225,2016,5,22,26,1,3,1,0,0,0,0,0,2,0,60,0,0
0,225,2016,5,22,26,1,3,1,0,0,0,0,0,2,0,60,0,0
0,225,2016,5,22,26,1,3,2,0,0,0,0,0,2,0,66,1,0
0,225,2016,5,22,26,1,3,2,0,0,0,0,0,2,0,66,0,0
0,225,2016,5,22,26,1,3,1,0,0,0,0,0,2,0,60,1,0
0,225,2016,5,22,26,1,3,1,0,0,0,0,0,2,0,60,0,0
0,225,2016,5,22,26,1,3,2,0,0,0,0,0,2,0,46,0,0
0,225,2016,5,22,26,1,3,1,0,0,0,0,0,3,0,60,0,0
0,225,2016,5,22,26,1,3,1,0,0,0,0,0,2,0,60,1,0
0,225,2016,5,22,26,1,3,2,0,0,0,0,0,2,0,72,1,0
0,225,2016,5,22,26,1,3,2,0,0,0,0,0,3,0,46.5,0,0
0,225,2016,5,22,26,2,3,2,0,0,0,0,0,2,0,80,2,0
1,139,2016,5,22,26,2,3,2,0,0,0,0,0,0,0,65.7,0,1
0,225,2016,5,22,26,2,3,1,0,0,0,0,0,2,0,6,1,0
0,225,2016,5,22,26,0,3,1,0,0,0,0,0,2,0,60,0,0
0,225,2016,5,22,26,0,3,1,0,0,0,0,0,2,0,60,0,0
0,225,2016,5,22,26,0,3,1,0,0,0,0,0,2,0,60,0,0
0,225,2016,5,22,26,0,3,1,0,0,0,0,0,2,0,60,0,0
0,264,2016,5,22,26,2,5,2,1,0,0,0,0,0,0,115,0,3
0,311,2016,5,22,26,2,5,2,0,0,0,0,0,1,0,43.78,0,0
0,238,2016,5,22,26,2,5,2,1,0,0,0,0,2,0,87.46,0,4
0,264,2016,5,22,26,2,5,2,0,1,0,0,0,0,0,87.46,0,3
1,18,2016,5,22,27,0,2,2,2,0,0,0,0,0,0,139,0,1
1,143,2016,5,22,27,0,2,2,0,0,0,0,0,0,0,100.55,0,0
1,100,2016,5,22,27,0,2,2,0,0,0,0,0,0,0,58,0,2
1,100,2016,5,22,27,0,2,2,0,0,0,0,0,0,0,58,0,2
1,7,2016,5,22,27,0,1,1,0,0,0,0,0,0,0,58,0,0
1,7,2016,5,22,27,0,1,1,0,0,0,0,0,0,0,58,0,0
1,7,2016,5,22,27,0,1,1,0,0,0,0,0,0,0,58,0,0
1,122,2016,5,22,27,0,1,2,0,0,0,0,0,0,0,73,0,2
1,7,2016,5,22,27,0,1,1,0,0,0,0,0,0,0,58,0,0
1,7,2016,5,22,27,0,1,1,0,0,0,0,0,0,0,58,0,0
1,277,2016,5,22,27,0,1,2,0,0,0,0,0,0,0,46.98,0,1
1,7,2016,5,22,27,0,1,1,0,0,0,0,0,0,0,58,0,0
1,7,2016,5,22,27,0,1,1,0,0,0,0,0,0,0,58,0,0
1,7,2016,5,22,27,0,1,1,0,0,0,0,0,0,0,58,0,0
1,100,2016,5,22,27,0,2,2,0,0,0,0,0,0,0,58,0,1
1,100,2016,5,22,27,0,2,2,0,0,0,0,0,0,0,58,0,2
0,226,2016,5,22,27,0,2,1,0,0,0,0,0,3,0,60,0,0
1,135,2016,5,22,27,0,2,2,0,0,0,0,0,0,0,57.8,0,0
1,100,2016,5,22,27,0,2,2,0,0,0,0,0,0,0,58,0,2
1,143,2016,5,22,27,0,2,2,0,0,0,0,0,0,0,100.55,0,0
1,100,2016,5,22,27,0,2,2,0,0,0,0,0,0,0,58,0,2
1,11,2016,5,22,27,1,2,2,2,0,0,0,0,0,0,139,0,0
1,102,2016,5,22,27,2,3,1,0,0,0,0,0,0,0,62.2,0,0
1,18,2016,5,22,27,0,2,2,2,0,0,0,0,0,0,145,0,1
0,204,2016,5,22,27,2,5,2,0,0,0,0,0,0,0,59.28,0,2
0,312,2016,5,22,27,2,5,2,0,0,0,0,0,0,0,62.48,0,1
0,204,2016,5,22,27,2,5,2,0,0,0,0,0,0,0,57.28,0,2
0,204,2016,5,22,27,2,5,2,0,0,0,0,0,1,0,57.28,0,2
0,312,2016,5,22,27,2,5,2,0,0,0,0,0,0,0,62.48,0,1
1,227,2016,5,22,28,0,1,1,0,0,0,0,0,4,0,60,0,0
0,225,2016,5,22,28,1,1,2,0,0,0,0,0,1,0,42.5,0,0
0,225,2016,5,22,28,1,1,2,0,0,0,0,0,0,0,85,0,0
1,225,2016,5,22,28,1,1,2,0,0,0,0,0,0,0,85,0,0
1,212,2016,5,22,28,1,1,2,0,0,0,0,0,0,0,83.16,0,0
0,225,2016,5,22,28,1,1,2,0,0,0,0,0,0,0,85,0,0
0,225,2016,5,22,28,1,1,2,0,0,0,0,0,0,0,85,0,0
0,225,2016,5,22,28,1,1,1,0,0,0,0,0,1,0,54.5,0,0
0,225,2016,5,22,28,1,1,1,0,0,0,0,0,1,0,54.5,0,0
0,225,2016,5,22,28,1,1,1,0,0,0,0,0,1,0,54.5,0,0
0,225,2016,5,22,28,1,1,1,0,0,0,0,0,1,0,54.5,0,0
1,225,2016,5,22,28,1,1,2,0,0,0,0,0,0,0,85,0,0
0,225,2016,5,22,28,1,1,2,0,0,0,0,0,0,0,85,0,0
0,225,2016,5,22,28,1,1,2,0,0,0,0,0,0,0,85,0,0
0,225,2016,5,22,28,1,1,1,0,0,0,0,0,1,0,54.5,0,0
0,225,2016,5,22,28,1,1,2,0,0,0,0,0,0,0,85,0,0
0,225,2016,5,22,28,1,1,1,0,0,0,0,0,1,0,54.5,0,0
0,225,2016,5,22,28,1,1,1,0,0,0,0,0,1,0,54.5,0,0
0,225,2016,5,22,28,1,1,2,0,0,0,0,0,0,0,87,0,0
1,225,2016,5,22,28,1,1,2,0,0,0,0,0,0,0,85,0,0
0,213,2016,5,22,28,2,3,2,0,0,0,0,0,0,0,46.93,0,1
1,145,2016,5,22,28,2,4,2,0,0,0,0,0,0,0,59.3,0,1
1,145,2016,5,22,28,2,4,2,0,0,0,0,0,0,0,59.24,0,1
1,145,2016,5,22,28,2,4,2,0,0,0,0,0,0,0,59.3,0,1
0,225,2016,5,22,28,1,1,2,0,0,0,0,0,0,0,85,0,0
0,225,2016,5,22,28,1,1,2,0,0,0,0,0,0,0,85,0,0
0,225,2016,5,22,28,1,1,2,0,0,0,0,0,0,0,85,0,0
1,145,2016,5,22,28,2,4,2,0,0,0,0,0,0,0,59.3,0,1
1,116,2016,5,22,28,2,5,2,0,0,0,0,0,0,0,55,0,1
1,144,2016,5,22,28,2,5,2,0,0,0,0,0,0,0,66.63,0,1
1,108,2016,5,22,28,2,5,2,0,0,0,0,0,0,0,76.86,0,1
1,144,2016,5,22,28,2,5,2,0,0,0,0,0,0,0,66.63,0,1
1,116,2016,5,22,28,2,5,2,0,0,0,0,0,0,0,55,0,1
1,102,2016,5,22,28,2,5,2,1,0,0,0,0,3,0,128.28,0,0
0,210,2016,5,22,28,2,6,2,0,0,0,0,0,0,0,82.83,0,0
1,168,2016,5,22,28,4,10,2,0,0,0,0,0,0,0,79.84,0,1
1,5,2016,5,23,29,1,0,2,0,0,0,0,0,0,0,99,0,0
1,11,2016,5,23,29,2,2,2,0,0,0,0,0,0,0,94.5,0,0
1,16,2016,5,23,29,2,2,2,0,0,0,0,0,0,0,94.5,0,0
1,5,2016,5,23,29,2,3,1,0,0,0,0,0,0,0,65.2,0,0
1,139,2016,5,23,29,2,5,1,0,0,0,0,0,0,0,105.81,0,0
