ID:,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,booking_changes,deposit,days_in_waiting_list,adr,required_car_parking_spaces,total_of_special_requests
1760,0,11,2015,8,24,1,5,1,0,0,0,0,0,0,0,0,67,0,0
1761,0,11,2015,8,24,3,5,2,0,0,0,0,0,0,0,0,79,0,1
1762,0,10,2015,8,24,1,2,2,0,0,0,0,0,0,0,0,90,0,2
1763,0,0,2015,8,24,1,2,2,0,0,0,0,0,1,0,0,67.5,0,0
1764,0,50,2015,8,25,0,4,2,0,0,0,0,0,0,0,0,62,0,0
1765,1,50,2015,8,25,0,4,2,0,0,0,0,0,0,0,0,62,0,0
1766,0,50,2015,8,25,0,4,2,0,0,0,0,0,0,0,0,62,0,0
1767,0,50,2015,8,25,0,4,1,0,0,0,0,0,0,0,0,0,0,0
1768,0,4,2015,8,25,0,4,2,0,0,0,0,0,0,0,0,62,0,0
1769,0,50,2015,8,25,0,4,1,0,0,0,0,0,1,0,0,60,0,0
1770,0,50,2015,8,25,0,4,2,0,0,0,0,0,0,0,0,62,0,0
1771,1,50,2015,8,25,0,4,2,0,0,0,0,0,0,0,0,62,0,0
1772,0,50,2015,8,25,0,4,2,0,0,0,0,0,0,0,0,62,0,0
1773,1,50,2015,8,25,0,4,2,0,0,0,0,0,0,0,0,62,0,0
1774,0,4,2015,8,25,0,4,2,0,0,0,0,0,0,0,0,62,0,0
1775,0,4,2015,8,25,0,4,2,0,0,0,0,0,0,0,0,62,0,0
1776,1,50,2015,8,25,0,4,2,0,0,0,0,0,0,0,0,62,0,0
1777,1,50,2015,8,25,0,4,2,0,0,0,0,0,0,0,0,62,0,0
1778,0,4,2015,8,25,0,4,2,0,0,0,0,0,0,0,0,62,0,0
1779,1,50,2015,8,25,0,4,2,0,0,0,0,0,0,0,0,62,0,0
1780,0,4,2015,8,25,0,4,2,0,0,0,0,0,0,0,0,62,0,0
1781,0,50,2015,8,25,0,4,2,0,0,0,0,0,0,0,0,62,0,0
1782,1,50,2015,8,25,0,4,2,0,0,0,0,0,0,0,0,62,0,0
1783,1,50,2015,8,25,0,4,2,0,0,0,0,0,0,0,0,62,0,0
1784,0,50,2015,8,25,0,4,2,0,0,0,0,0,0,0,0,62,0,0
1785,0,50,2015,8,25,0,4,2,0,0,0,0,0,0,0,0,62,0,0
1786,1,50,2015,8,25,0,4,2,0,0,0,0,0,0,0,0,62,0,0
1787,0,4,2015,8,25,0,4,1,0,0,0,0,0,0,0,0,60,0,0
1788,0,50,2015,8,25,0,4,3,0,0,0,0,0,1,0,0,84,0,1
1789,1,50,2015,8,25,0,4,1,0,0,0,0,0,1,0,0,60,0,0
1790,1,50,2015,8,25,0,4,2,0,0,0,0,0,0,0,0,62,0,0
1791,0,50,2015,8,25,0,4,2,0,0,0,0,0,0,0,0,62,0,0
1792,1,50,2015,8,25,0,4,2,0,0,0,0,0,0,0,0,62,0,0
1793,0,50,2015,8,25,0,4,2,0,0,0,0,0,0,0,0,62,0,0
1794,1,50,2015,8,25,0,4,2,0,0,0,0,0,0,0,0,62,0,0
1795,0,50,2015,8,25,0,4,1,0,0,0,0,0,0,0,0,0,0,0
1796,0,10,2015,8,25,0,4,2,2,0,0,0,0,0,0,0,153,0,1
1797,0,4,2015,8,25,0,4,2,0,0,0,0,0,0,0,0,62,0,0
1798,0,4,2015,8,25,0,4,2,0,0,0,0,0,0,0,0,62,0,0
1799,0,4,2015,8,25,0,4,2,0,0,0,0,0,0,0,0,62,0,0
1800,0,4,2015,8,25,0,4,1,0,0,0,0,0,0,0,0,60,0,0
1801,0,50,2015,8,25,0,5,2,0,0,0,0,0,0,0,0,62,0,0
1802,0,50,2015,8,25,0,4,1,0,0,0,0,0,1,0,0,60,0,0
1803,0,5,2015,8,25,2,5,2,0,0,0,0,0,0,0,0,100,0,1
1804,0,1,2015,8,25,0,1,2,0,0,0,0,0,0,0,0,106,0,2
1805,0,4,2015,8,25,0,1,2,0,0,0,0,0,2,0,0,75,0,0
1806,0,0,2015,8,25,0,1,2,2,0,0,0,0,0,0,0,156,0,0
1807,0,0,2015,8,25,0,1,2,0,0,0,0,0,0,0,0,106,0,0
1808,0,0,2015,8,25,0,1,2,0,0,0,0,0,0,0,0,106,0,0
1809,0,0,2015,8,25,0,2,2,2,0,0,0,0,0,0,0,156,0,1
1810,0,0,2015,8,25,0,2,2,1,0,0,0,0,0,0,0,121,0,2
1811,0,13,2015,8,25,0,2,2,0,0,0,0,0,0,0,0,90,0,1
1812,0,11,2015,8,25,0,2,1,0,0,0,0,0,3,0,0,97,1,0
1813,0,0,2015,8,25,0,2,2,0,0,0,0,0,0,0,0,106,0,2
1814,0,1,2015,8,25,0,2,2,2,0,0,0,0,0,0,0,156,0,2
1815,1,12,2015,8,25,0,2,2,0,0,0,0,0,0,0,0,12,0,1
1816,0,50,2015,8,25,0,4,1,0,0,0,0,0,1,0,0,60,0,0
1817,1,50,2015,8,25,0,4,2,0,0,0,0,0,0,0,0,62,0,0
1818,0,4,2015,8,25,0,4,2,0,0,0,0,0,0,0,0,62,0,0
1819,0,4,2015,8,25,0,4,1,0,0,0,0,0,0,0,0,60,0,0
1820,1,50,2015,8,25,0,4,2,0,0,0,0,0,0,0,0,62,0,0
1821,0,6,2015,8,26,0,1,2,0,0,0,0,0,0,0,0,97,0,2
1822,1,1,2015,8,26,0,1,2,1,0,0,0,0,2,0,0,0,0,2
1823,0,2,2015,8,26,0,1,2,2,0,0,0,0,0,0,0,156,0,2
1824,0,1,2015,8,26,0,1,2,0,0,0,0,0,2,0,0,0,0,0
1825,0,2,2015,8,26,0,1,1,0,0,0,0,0,0,0,0,65,0,0
1826,0,1,2015,8,26,0,1,1,0,0,0,0,0,0,0,0,0,0,2
1827,0,0,2015,8,26,0,1,3,0,0,0,0,0,0,0,0,151,0,0
1828,0,0,2015,8,26,0,1,2,0,0,0,0,0,0,0,0,106,0,0
1829,0,2,2015,8,26,0,1,1,0,0,0,0,0,0,0,0,65,0,0
1830,0,55,2015,8,26,0,2,2,0,0,0,0,0,0,0,0,62,0,0
1831,0,55,2015,8,26,0,2,2,0,0,0,0,0,0,0,0,62,0,0
1832,1,55,2015,8,26,0,2,2,0,0,0,0,0,0,0,0,62,0,0
1833,0,8,2015,8,26,0,2,2,0,0,0,0,0,0,0,0,90,0,2
1834,0,55,2015,8,26,0,2,2,0,0,0,0,0,0,0,0,62,0,0
1835,0,55,2015,8,26,0,2,2,0,0,0,0,0,0,0,0,62,0,0
1836,0,55,2015,8,26,0,2,2,0,1,0,0,0,1,0,0,62,0,1
1837,0,55,2015,8,26,0,2,1,0,0,0,0,0,1,0,0,60,0,0
1838,0,55,2015,8,26,0,2,1,0,0,0,0,0,0,0,0,0,0,0
1839,0,55,2015,8,26,0,2,2,0,0,0,0,0,0,0,0,62,0,0
1840,0,55,2015,8,26,0,2,1,0,0,0,0,0,1,0,0,60,0,0
1841,0,55,2015,8,26,0,2,3,0,0,0,0,0,1,0,0,84,0,1
1842,0,55,2015,8,26,0,2,2,0,0,0,0,0,0,0,0,62,0,0
1843,0,55,2015,8,26,0,2,2,0,0,0,0,0,0,0,0,62,0,0
1844,1,2,2015,8,26,0,2,2,0,0,0,0,0,0,0,0,62,0,0
1845,0,55,2015,8,26,0,2,2,0,0,0,0,0,0,0,0,62,0,0
1846,0,55,2015,8,26,0,2,2,0,0,0,0,0,0,0,0,62,0,0
1847,0,55,2015,8,26,0,2,1,0,0,0,0,0,1,0,0,60,0,0
1848,0,55,2015,8,26,0,2,3,0,0,0,0,0,1,0,0,84,0,1
1849,0,55,2015,8,26,0,2,2,0,0,0,0,0,0,0,0,62,0,0
1850,0,0,2015,8,26,0,2,2,0,0,0,0,0,1,0,0,148,0,0
1851,0,55,2015,8,26,0,2,2,0,0,0,0,0,0,0,0,62,0,0
1852,0,55,2015,8,26,0,2,2,0,0,0,0,0,0,0,0,62,0,0
1853,1,2,2015,8,26,0,2,2,0,0,0,0,0,0,0,0,62,0,0
1854,1,55,2015,8,26,0,2,2,0,0,0,0,0,0,0,0,62,0,0
1855,1,5,2015,8,26,0,2,1,0,0,0,0,0,0,0,0,65,0,0
1856,1,2,2015,8,26,0,2,2,0,0,0,0,0,0,0,0,62,0,0
1857,0,55,2015,8,26,0,2,2,0,0,0,0,0,0,0,0,62,0,0
1858,0,55,2015,8,26,0,2,3,0,0,0,0,0,1,0,0,84,0,0
1859,0,55,2015,8,26,0,2,1,0,0,0,0,0,1,0,0,60,0,0
1860,1,55,2015,8,26,0,2,2,0,0,0,0,0,0,0,0,62,0,0
1861,0,55,2015,8,26,0,2,2,0,0,0,0,0,0,0,0,62,0,0
1862,0,55,2015,8,26,0,2,2,0,0,0,0,0,0,0,0,62,0,0
1863,0,55,2015,8,26,0,2,2,0,0,0,0,0,0,0,0,62,0,0
1864,0,55,2015,8,26,0,2,2,0,0,0,0,0,0,0,0,62,0,0
1865,0,55,2015,8,26,0,2,1,0,0,0,0,0,0,0,0,0,0,0
1866,0,7,2015,8,26,0,2,2,0,0,0,0,0,0,0,0,90,0,2
1867,0,55,2015,8,26,0,2,2,0,0,0,0,0,0,0,0,62,0,0
1868,0,1,2015,8,26,0,3,2,1,0,0,0,0,1,0,0,99.3,0,0
1869,0,18,2015,8,26,0,3,2,0,0,0,0,0,0,0,0,93,1,0
1870,0,8,2015,8,26,0,4,2,0,0,0,0,0,0,0,0,90,0,2
1871,1,118,2015,8,26,0,4,2,0,0,0,0,0,0,0,0,58.9,0,1
1872,0,7,2015,8,26,0,4,2,0,0,0,0,0,0,0,0,90,0,2
1873,0,14,2015,8,26,0,4,2,0,0,0,0,0,0,0,0,75,0,1
1874,1,118,2015,8,26,0,4,2,0,0,0,0,0,0,0,0,58.9,0,1
1875,1,118,2015,8,26,0,4,2,0,0,0,0,0,0,0,0,58.9,0,1
1876,0,1,2015,8,26,1,4,2,0,0,0,0,0,0,0,0,110.8,0,1
1877,0,13,2015,8,27,0,1,2,2,0,0,0,0,2,0,0,153,0,2
1878,0,0,2015,8,27,0,1,2,0,0,0,0,0,0,0,0,122,0,2
1879,1,1,2015,8,27,0,1,2,0,0,0,0,0,0,0,0,160,0,0
1880,0,8,2015,8,27,0,1,2,0,0,0,0,0,0,0,0,90,0,1
1881,1,15,2015,8,27,0,2,1,0,0,0,0,0,0,0,0,80,0,1
1882,0,15,2015,8,27,0,2,2,0,0,0,0,0,0,0,0,90,0,1
1883,0,2,2015,8,27,0,2,1,0,0,0,0,0,0,0,0,67,0,0
1884,0,4,2015,8,27,0,2,2,0,0,0,0,0,0,0,0,79,0,2
1885,0,17,2015,8,27,2,3,2,0,0,0,0,0,0,0,0,90,0,1
1886,0,12,2015,8,27,2,3,2,0,1,0,0,0,1,0,0,90,0,2
1887,0,17,2015,8,27,2,3,2,0,0,0,0,0,0,0,0,105,0,2
1888,1,13,2015,8,27,2,5,2,0,0,0,0,0,0,0,0,85.29,0,1
1889,1,15,2015,8,27,2,5,2,0,0,0,0,0,0,0,0,85.29,0,1
1890,0,119,2015,8,27,2,6,2,0,0,0,0,0,1,0,0,82.87,0,1
1891,1,0,2015,8,27,2,6,2,0,0,0,0,0,0,0,0,62.8,0,0
1892,1,10,2015,8,28,0,1,1,0,0,0,0,0,1,0,0,80,0,1
1893,0,15,2015,8,28,0,1,0,2,0,0,0,0,0,0,0,0,0,1
1894,0,24,2015,8,28,0,1,2,0,0,0,0,0,0,0,0,75,1,1
1895,1,10,2015,8,28,0,1,2,0,1,0,0,0,0,0,0,90,0,2
1896,0,15,2015,8,28,0,1,2,0,1,0,0,0,0,0,0,0,0,4
1897,0,0,2015,8,28,0,1,1,0,0,0,0,0,1,0,0,96,0,2
1898,1,11,2015,8,28,0,1,2,0,0,0,0,0,0,0,0,90,0,2
1899,0,11,2015,8,28,0,2,2,0,0,0,0,0,0,0,0,81,0,2
1900,0,2,2015,8,28,0,2,2,1,0,0,0,0,0,0,0,123.5,0,3
1901,0,11,2015,8,28,0,2,2,0,0,0,0,0,0,0,0,79,0,0
1902,1,11,2015,8,28,0,2,2,2,0,0,0,0,0,0,0,153,0,2
1903,1,162,2015,8,28,1,2,2,0,0,0,0,0,1,0,0,76.5,0,1
1904,0,1,2015,8,28,1,2,2,0,0,0,0,0,0,0,0,106,0,2
1905,0,11,2015,8,28,2,2,2,0,0,0,0,0,0,0,0,85,0,0
1906,1,148,2015,8,28,2,3,2,0,0,0,0,0,0,0,0,79.9,0,2
1907,0,8,2015,8,28,2,4,2,0,0,0,0,0,0,0,0,105.67,0,2
1908,0,4,2015,8,28,2,6,2,0,0,0,0,0,0,0,0,75,0,1
1909,1,17,2015,8,28,4,10,1,0,0,0,0,0,0,0,0,97.77,0,1
1910,0,3,2015,8,29,0,1,2,2,0,0,0,0,0,0,0,156,0,0
1911,0,10,2015,8,29,0,1,1,0,0,0,0,0,0,0,0,67,0,0
1912,1,11,2015,8,29,0,1,2,0,0,0,0,0,0,0,0,90,0,2
1913,0,1,2015,8,29,0,1,2,0,0,0,0,0,0,0,0,106,1,2
1914,1,12,2015,8,29,0,1,2,0,0,0,0,0,1,0,0,90,0,2
1915,0,17,2015,8,29,0,1,2,0,0,0,0,0,0,0,0,90,0,1
1916,0,3,2015,8,29,0,1,2,1,0,0,0,0,1,0,0,90,0,2
1917,0,11,2015,8,29,0,1,2,0,0,0,0,0,0,0,0,90,0,1
1918,0,17,2015,8,29,0,1,2,2,1,0,0,0,1,0,0,153,0,2
1919,0,0,2015,8,29,0,1,2,0,0,0,0,0,0,0,0,106,0,0
1920,0,3,2015,8,29,0,1,2,1,0,0,0,0,1,0,0,90,0,2
1921,0,16,2015,8,29,1,1,2,0,0,0,0,0,0,0,0,90,0,2
1922,0,0,2015,8,29,1,1,1,0,0,0,0,0,0,0,0,96,0,0
1923,0,15,2015,8,29,1,1,2,0,0,0,0,0,0,0,0,75,0,1
1924,0,15,2015,8,29,1,1,2,0,0,0,0,0,0,0,0,75,0,1
1925,1,15,2015,8,29,1,1,2,2,0,0,0,0,0,0,0,153,0,0
1926,0,16,2015,8,29,1,1,2,0,0,0,0,0,0,0,0,90,0,2
1927,0,145,2015,8,29,2,1,2,0,0,0,0,0,0,0,0,94.5,0,0
1928,1,145,2015,8,29,2,1,2,0,0,0,0,0,0,0,0,94.5,0,0
1929,0,145,2015,8,29,2,1,2,0,0,0,0,0,0,0,0,94.5,0,0
1930,0,12,2015,8,29,2,1,2,0,0,0,0,0,0,0,0,105,0,1
1931,0,145,2015,8,29,2,1,2,0,0,0,0,0,0,0,0,94.5,0,0
1932,0,145,2015,8,29,2,1,2,0,0,0,0,0,0,0,0,94.5,0,0
1933,0,145,2015,8,29,2,1,1,0,0,0,0,0,1,0,0,72.5,0,0
1934,0,145,2015,8,29,2,1,2,0,0,0,0,0,0,0,0,94.5,0,0
1935,0,145,2015,8,29,2,1,2,0,0,0,0,0,0,0,0,94.5,0,0
1936,0,145,2015,8,29,2,1,3,0,0,0,0,0,1,0,0,138.5,0,1
1937,0,1,2015,8,29,2,1,2,0,0,0,0,0,0,0,0,47.25,0,0
1938,0,145,2015,8,29,2,1,2,0,0,0,0,0,0,0,0,94.5,0,0
1939,0,145,2015,8,29,2,1,2,0,0,0,0,0,0,0,0,94.5,0,0
1940,0,145,2015,8,29,2,1,1,0,0,0,0,0,1,0,0,72.5,0,0
1941,1,145,2015,8,29,2,1,2,0,0,0,0,0,0,0,0,94.5,0,0
1942,0,145,2015,8,29,2,1,2,0,0,0,0,0,0,0,0,94.5,0,0
1943,0,145,2015,8,29,2,1,1,0,0,0,0,0,1,0,0,72.5,0,0
1944,0,145,2015,8,29,2,1,1,0,0,0,0,0,0,0,0,36.25,0,0
1945,0,145,2015,8,29,2,1,2,0,0,0,0,0,0,0,0,94.5,0,0
1946,0,145,2015,8,29,2,1,2,0,0,0,0,0,0,0,0,94.5,0,0
1947,0,145,2015,8,29,2,1,2,0,0,0,0,0,0,0,0,94.5,0,0
1948,1,145,2015,8,29,2,1,2,0,0,0,0,0,0,0,0,94.5,0,0
1949,0,10,2015,8,29,2,1,2,0,0,0,0,0,1,0,0,90,0,1
1950,0,145,2015,8,29,2,1,2,0,0,0,0,0,0,0,0,94.5,0,0
1951,0,1,2015,8,29,2,1,1,0,0,0,0,0,0,0,0,96,0,0
1952,0,145,2015,8,29,2,1,2,0,0,0,0,0,0,0,0,94.5,0,0
1953,0,145,2015,8,29,2,1,2,0,0,0,0,0,0,0,0,94.5,0,0
1954,0,145,2015,8,29,2,1,2,0,0,0,0,0,0,0,0,94.5,0,0
1955,0,145,2015,8,29,2,1,2,0,0,0,0,0,0,0,0,94.5,0,0
1956,0,0,2015,8,29,2,1,2,1,0,0,0,0,0,0,0,121,0,1
1957,0,5,2015,8,29,2,2,2,0,0,0,0,0,0,0,0,89,0,0
1958,1,10,2015,8,29,2,2,2,0,0,0,0,0,0,0,0,156,0,1
1959,1,149,2015,8,29,2,2,2,0,0,0,0,0,0,0,0,80.75,0,0
1960,1,17,2015,8,29,2,4,2,0,0,0,0,0,1,0,0,97.5,0,1
1961,1,17,2015,8,29,2,4,1,0,0,0,0,0,1,0,0,87.5,0,1
1962,0,0,2015,8,29,2,5,2,0,0,0,0,0,0,0,0,99.14,0,0
1963,1,18,2015,8,29,2,5,2,0,0,0,0,0,0,0,0,98.57,0,2
1964,0,14,2015,8,29,2,5,2,0,0,0,0,0,0,0,0,79,0,0
1965,0,0,2015,8,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1966,0,12,2015,8,30,1,0,2,0,0,0,0,0,0,0,0,79,0,0
1967,0,2,2015,8,30,1,0,1,0,0,0,0,0,0,0,0,96,0,1
1968,0,2,2015,8,30,1,0,1,0,0,0,0,0,1,0,0,65,0,2
1969,1,12,2015,8,30,1,0,1,0,0,0,0,0,0,0,0,79,0,0
1970,1,12,2015,8,30,1,0,2,0,0,0,0,0,0,0,0,90,0,2
1971,1,12,2015,8,30,1,0,1,0,0,0,0,0,0,0,0,79,0,0
1972,0,2,2015,8,30,1,0,1,0,0,0,0,0,1,0,0,65,0,2
1973,1,2,2015,8,30,1,0,1,0,0,0,0,0,0,0,0,65,0,1
1974,0,2,2015,8,30,1,0,1,0,0,0,0,0,0,0,0,65,0,2
1975,1,104,2015,8,30,2,1,2,0,0,0,0,0,0,2,0,90,0,0
1976,1,104,2015,8,30,2,1,2,0,0,0,0,0,0,2,0,90,0,0
1977,1,104,2015,8,30,2,1,2,0,0,0,0,0,0,2,0,90,0,0
1978,1,104,2015,8,30,2,1,2,0,0,0,0,0,0,2,0,90,0,0
1979,1,104,2015,8,30,2,1,2,0,0,0,0,0,0,2,0,90,0,0
1980,1,104,2015,8,30,2,1,2,0,0,0,0,0,0,2,0,90,0,0
1981,1,104,2015,8,30,2,1,2,0,0,0,0,0,0,2,0,90,0,0
1982,1,104,2015,8,30,2,1,2,0,0,0,0,0,0,2,0,90,0,0
1983,1,104,2015,8,30,2,1,2,0,0,0,0,0,0,2,0,90,0,0
1984,1,104,2015,8,30,2,1,2,0,0,0,0,0,0,2,0,90,0,0
1985,1,104,2015,8,30,2,1,2,0,0,0,0,0,0,2,0,90,0,0
1986,1,104,2015,8,30,2,1,2,0,0,0,0,0,0,2,0,90,0,0
1987,1,104,2015,8,30,2,1,2,0,0,0,0,0,0,2,0,90,0,0
1988,1,104,2015,8,30,2,1,2,0,0,0,0,0,0,2,0,90,0,0
1989,1,104,2015,8,30,2,1,2,0,0,0,0,0,0,2,0,90,0,0
1990,1,104,2015,8,30,2,1,2,0,0,0,0,0,0,2,0,90,0,0
1991,1,104,2015,8,30,2,1,2,0,0,0,0,0,0,2,0,90,0,0
1992,1,104,2015,8,30,2,1,2,0,0,0,0,0,0,2,0,90,0,0
1993,1,104,2015,8,30,2,1,2,0,0,0,0,0,0,2,0,90,0,0
1994,1,104,2015,8,30,2,1,2,0,0,0,0,0,0,2,0,90,0,0
1995,1,104,2015,8,30,2,1,2,0,0,0,0,0,0,2,0,90,0,0
1996,1,104,2015,8,30,2,1,2,0,0,0,0,0,0,2,0,90,0,0
1997,1,104,2015,8,30,2,1,2,0,0,0,0,0,0,2,0,90,0,0
1998,1,104,2015,8,30,2,1,2,0,0,0,0,0,0,2,0,90,0,0
1999,1,104,2015,8,30,2,1,2,0,0,0,0,0,0,2,0,90,0,0
2000,1,104,2015,8,30,2,1,2,0,0,0,0,0,0,2,0,90,0,0
2001,1,104,2015,8,30,2,1,2,0,0,0,0,0,0,2,0,90,0,0
2002,1,104,2015,8,30,2,1,2,0,0,0,0,0,0,2,0,90,0,0
2003,1,104,2015,8,30,2,1,2,0,0,0,0,0,0,2,0,90,0,0
2004,1,104,2015,8,30,2,1,2,0,0,0,0,0,0,2,0,90,0,0
2005,1,104,2015,8,30,2,1,2,0,0,0,0,0,0,2,0,90,0,0
2006,1,104,2015,8,30,2,1,2,0,0,0,0,0,0,2,0,90,0,0
2007,1,104,2015,8,30,2,1,2,0,0,0,0,0,0,2,0,90,0,0
2008,1,104,2015,8,30,2,1,2,0,0,0,0,0,0,2,0,90,0,0
2009,1,104,2015,8,30,2,1,2,0,0,0,0,0,0,2,0,90,0,0
2010,1,104,2015,8,30,2,1,2,0,0,0,0,0,0,2,0,90,0,0
2011,1,104,2015,8,30,2,1,2,0,0,0,0,0,0,2,0,90,0,0
2012,1,104,2015,8,30,2,1,2,0,0,0,0,0,0,2,0,90,0,0
2013,1,104,2015,8,30,2,1,2,0,0,0,0,0,0,2,0,90,0,0
2014,1,104,2015,8,30,2,1,2,0,0,0,0,0,0,2,0,90,0,0
2015,0,1,2015,8,30,2,2,2,0,0,0,0,0,1,0,0,114,0,0
2016,0,6,2015,8,30,2,2,1,0,0,0,0,0,0,0,0,95.5,0,2
2017,0,13,2015,8,30,2,3,2,0,0,0,0,0,0,0,0,99,0,2
2018,0,6,2015,8,30,2,3,2,1,0,0,0,0,0,0,0,94,0,1
2019,1,18,2015,8,30,2,3,2,0,0,0,0,0,0,0,0,89,0,1
2020,0,5,2015,8,30,2,5,2,0,0,0,0,0,0,0,0,110.71,0,1
2021,0,0,2015,8,31,1,0,2,0,0,0,0,0,1,0,0,85,0,0
2022,0,4,2015,8,31,1,0,1,0,0,0,0,0,0,0,0,65,0,0
2023,0,0,2015,8,31,1,0,2,0,0,0,0,0,1,0,0,85,0,0
2024,0,0,2015,8,31,1,0,2,0,0,0,0,0,1,0,0,85,0,0
2025,0,0,2015,8,31,1,0,2,0,0,0,0,0,0,0,0,126,0,0
2026,0,0,2015,8,31,1,0,2,0,0,0,0,0,0,0,0,106,0,0
2027,0,145,2015,8,31,1,2,2,0,0,0,0,0,0,0,0,105,0,0
2028,1,145,2015,8,31,1,2,2,0,0,0,0,0,0,0,0,90,0,0
2029,0,145,2015,8,31,1,2,2,0,0,0,0,0,0,0,0,80,0,1
2030,0,145,2015,8,31,1,2,2,0,0,0,0,0,0,0,0,80,0,1
2031,0,0,2015,8,31,1,2,1,0,0,0,0,0,0,0,0,65,0,0
2032,0,7,2015,8,31,1,2,1,0,0,0,0,0,0,0,0,60,0,0
2033,0,145,2015,8,31,1,2,2,0,0,0,0,0,0,0,0,80,0,1
2034,0,145,2015,8,31,1,2,2,0,0,0,0,0,0,0,0,80,0,1
2035,1,145,2015,8,31,1,2,2,0,0,0,0,0,0,0,0,90,0,0
2036,0,7,2015,8,31,1,2,1,0,0,0,0,0,0,0,0,60,0,0
2037,0,7,2015,8,31,1,2,1,0,0,0,0,0,0,0,0,60,0,0
2038,0,7,2015,8,31,1,2,1,0,0,0,0,0,0,0,0,60,0,0
2039,0,7,2015,8,31,1,2,1,0,0,0,0,0,0,0,0,60,0,0
2040,0,145,2015,8,31,1,2,2,0,0,0,0,0,0,0,0,80,0,1
2041,1,145,2015,8,31,1,2,2,0,0,0,0,0,0,0,0,80,0,0
2042,0,145,2015,8,31,1,2,2,0,0,0,0,0,0,0,0,80,0,1
2043,0,7,2015,8,31,1,2,1,0,0,0,0,0,0,0,0,60,0,0
2044,0,7,2015,8,31,1,2,1,0,0,0,0,0,0,0,0,60,0,0
2045,0,7,2015,8,31,1,2,1,0,0,0,0,0,0,0,0,60,0,0
2046,0,145,2015,8,31,1,2,2,0,0,0,0,0,0,0,0,80,0,1
2047,0,0,2015,8,31,1,2,2,2,0,0,0,0,0,0,0,155.33,0,0
2048,1,145,2015,8,31,1,2,2,0,0,0,0,0,0,0,0,90,0,0
2049,0,12,2015,8,31,1,2,1,0,0,0,0,0,0,0,0,90,0,1
2050,0,7,2015,8,31,1,2,1,0,0,0,0,0,0,0,0,60,0,0
2051,0,145,2015,8,31,1,2,2,0,0,0,0,0,0,0,0,80,0,1
2052,0,0,2015,8,31,1,2,1,0,0,0,0,0,1,0,0,95.5,0,0
2053,0,7,2015,8,31,1,2,1,0,0,0,0,0,0,0,0,0,0,0
2054,0,145,2015,8,31,1,2,2,0,0,0,0,0,0,0,0,80,0,1
2055,1,145,2015,8,31,1,2,2,0,0,0,0,0,0,0,0,90,0,0
2056,0,3,2015,8,31,1,2,2,0,0,0,0,0,0,0,0,105.33,1,1
2057,0,0,2015,8,31,1,2,2,0,0,0,0,0,0,0,0,96.33,0,1
2058,0,0,2015,8,31,1,3,1,0,0,0,0,0,0,0,0,0,0,0
2059,0,5,2015,8,31,1,3,2,0,0,0,0,0,0,0,0,105.25,0,2
2060,0,13,2015,8,31,1,3,2,0,0,0,0,0,0,0,0,75,0,0
2061,1,21,2015,8,31,1,3,1,0,0,0,0,0,0,0,0,91.25,0,1
2062,0,5,2015,8,31,1,3,2,0,0,0,0,0,0,0,0,155.25,0,1
2063,1,18,2015,8,31,1,3,2,0,0,0,0,0,0,0,0,101.25,0,1
2064,0,5,2015,8,31,1,3,2,0,0,0,0,0,2,0,0,85,0,0
2065,0,3,2015,8,31,1,3,2,0,0,0,0,0,0,0,0,46.54,0,0
2066,0,19,2015,8,31,1,4,2,0,0,0,0,0,0,0,0,102,0,0
2067,0,1,2015,8,31,1,4,1,0,0,0,0,0,1,0,0,92,0,2
2068,0,23,2015,8,31,1,4,1,0,0,0,0,0,0,0,0,92,0,1
2069,0,27,2015,8,31,1,4,2,0,0,0,0,0,0,0,0,75,0,0
2070,0,9,2015,8,31,1,4,2,0,0,0,0,0,0,0,0,109,0,2
2071,1,13,2015,8,31,1,4,1,0,0,0,0,0,0,0,0,92,0,2
2072,1,9,2015,8,31,1,4,2,0,0,0,0,0,0,0,0,109,0,2
2073,0,9,2015,8,31,1,4,2,0,0,0,0,0,0,0,0,109,0,2
2074,0,21,2015,8,31,1,5,2,0,0,0,0,0,0,0,0,75,0,0
2075,0,7,2015,8,31,1,5,2,0,0,0,0,0,0,0,0,75,0,0
2076,0,10,2015,8,31,2,5,2,0,0,0,0,0,0,0,0,85,0,0
2077,0,21,2015,8,31,3,5,2,0,0,0,0,0,0,0,0,103.13,0,0
2078,0,16,2015,8,31,1,1,2,0,0,0,0,0,0,0,0,97.5,0,0
2079,0,1,2015,9,1,0,1,1,0,0,0,0,0,0,0,0,95,0,1
2080,0,8,2015,9,1,0,2,1,0,0,0,0,0,0,0,0,73.15,0,0
2081,0,0,2015,9,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0
2082,0,1,2015,9,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2083,0,1,2015,9,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2084,0,1,2015,9,1,0,1,2,0,0,0,0,0,0,0,0,105,0,0
2085,0,1,2015,9,1,0,1,2,0,0,0,0,0,0,0,0,105,0,1
2086,0,12,2015,9,1,0,4,2,0,0,0,0,0,3,0,0,89,0,1
